Date,Price ($),Units Sold,Promo,Weekday,Competitor Price ($),Season,Time of Day,Revenue ($)
2023-04-07,37.42,753,No,Friday,30.88,Spring,Night,28177.26
2023-04-07,47.29,407,No,Friday,39.74,Spring,Morning,19247.03
2023-04-07,45.19,498,No,Friday,47.33,Spring,Night,22504.62
2023-04-08,53.32,670,No,Saturday,54.93,Spring,Evening,35724.4
2023-04-08,36.23,1710,Yes,Saturday,43.66,Spring,Afternoon,61953.3
2023-04-08,36.83,843,No,Saturday,31.78,Spring,Night,31047.69
2023-04-08,27.2,1432,No,Saturday,28.73,Spring,Morning,38950.4
2023-04-08,34.08,1382,No,Saturday,34.32,Spring,Afternoon,47098.56
2023-04-08,33.76,958,No,Saturday,33.31,Spring,Morning,32342.08
2023-04-08,31.83,911,No,Saturday,29.05,Spring,Evening,28997.13
2023-04-08,30.94,1483,Yes,Saturday,41.63,Spring,Morning,45884.02
2023-04-08,35.55,749,No,Saturday,37.61,Spring,Morning,26626.95
2023-04-08,39.33,1376,Yes,Saturday,33.72,Spring,Evening,54118.08
2023-04-08,15.43,1846,Yes,Saturday,16.43,Spring,Evening,28483.78
2023-04-08,30.68,1057,No,Saturday,31.59,Spring,Afternoon,32428.76
2023-04-08,33.39,1387,No,Saturday,30.76,Spring,Afternoon,46311.93
2023-04-08,39.13,1300,Yes,Saturday,38.58,Spring,Night,50869.0
2023-04-08,24.87,999,No,Saturday,26.2,Spring,Evening,24845.13
2023-04-08,39.89,1024,No,Saturday,46.91,Spring,Afternoon,40847.36
2023-04-08,25.44,944,Yes,Saturday,13.29,Spring,Evening,24015.36
2023-04-08,33.06,770,No,Saturday,31.56,Spring,Morning,25456.2
2023-04-08,40.92,1752,Yes,Saturday,41.28,Spring,Afternoon,71691.84
2023-04-08,27.45,1446,No,Saturday,28.77,Spring,Morning,39692.7
2023-04-08,29.36,1427,Yes,Saturday,23.69,Spring,Morning,41896.72
2023-04-08,31.48,1240,No,Saturday,36.29,Spring,Morning,39035.2
2023-04-08,28.52,1377,No,Saturday,30.86,Spring,Afternoon,39272.04
2023-04-08,29.43,1227,No,Saturday,33.58,Spring,Afternoon,36110.61
2023-04-08,36.76,1236,No,Saturday,44.03,Spring,Morning,45435.36
2023-04-08,38.09,839,No,Saturday,34.99,Spring,Night,31957.51
2023-04-08,40.2,891,Yes,Saturday,35.28,Spring,Morning,35818.2
2023-04-08,35.45,990,No,Saturday,45.24,Spring,Afternoon,35095.5
2023-04-08,30.67,1065,No,Saturday,29.66,Spring,Evening,32663.55
2023-04-08,34.87,1133,No,Saturday,43.05,Spring,Evening,39507.71
2023-04-08,38.14,902,No,Saturday,32.2,Spring,Afternoon,34402.28
2023-04-09,41.27,1235,No,Sunday,38.95,Spring,Afternoon,50968.45
2023-04-09,27.58,942,No,Sunday,19.8,Spring,Afternoon,25980.36
2023-04-09,40.15,919,No,Sunday,39.31,Spring,Afternoon,36897.85
2023-04-09,37.1,516,No,Sunday,32.63,Spring,Afternoon,19143.6
2023-04-09,39.05,705,No,Sunday,39.84,Spring,Morning,27530.25
2023-04-09,35.8,1278,No,Sunday,39.83,Spring,Evening,45752.4
2023-04-09,34.97,1110,No,Sunday,27.07,Spring,Afternoon,38816.7
2023-04-09,36.8,679,No,Sunday,39.63,Spring,Evening,24987.2
2023-04-09,30.91,1193,No,Sunday,26.52,Spring,Afternoon,36875.63
2023-04-09,33.73,794,No,Sunday,27.52,Spring,Morning,26781.62
2023-04-09,39.63,956,No,Sunday,42.17,Spring,Evening,37886.28
2023-04-09,28.26,1343,No,Sunday,39.34,Spring,Morning,37953.18
2023-04-09,40.91,951,No,Sunday,43.13,Spring,Morning,38905.41
2023-04-09,40.69,1275,Yes,Sunday,40.61,Spring,Night,51879.75
2023-04-09,42.7,1175,Yes,Sunday,45.23,Spring,Morning,50172.5
2023-04-09,27.65,1653,Yes,Sunday,30.56,Spring,Morning,45705.45
2023-04-09,29.54,1181,No,Sunday,23.14,Spring,Morning,34886.74
2023-04-09,45.24,876,No,Sunday,41.41,Spring,Evening,39630.24
2023-04-09,38.15,1301,No,Sunday,32.71,Spring,Evening,49633.15
2023-04-09,31.95,1146,No,Sunday,36.48,Spring,Morning,36614.7
2023-04-09,32.95,1284,No,Sunday,37.2,Spring,Evening,42307.8
2023-04-09,36.18,1122,No,Sunday,41.81,Spring,Evening,40593.96
2023-04-09,44.57,1144,No,Sunday,46.08,Spring,Morning,50988.08
2023-04-09,35.52,1476,No,Sunday,40.93,Spring,Afternoon,52427.52
2023-04-09,36.27,1268,No,Sunday,31.88,Spring,Afternoon,45990.36
2023-04-09,32.06,1192,No,Sunday,30.38,Spring,Morning,38215.52
2023-04-09,27.24,1571,No,Sunday,36.25,Spring,Morning,42794.04
2023-04-09,31.54,1283,Yes,Sunday,29.49,Spring,Afternoon,40465.82
2023-04-09,28.65,1100,No,Sunday,24.2,Spring,Afternoon,31515.0
2023-04-09,34.61,1153,No,Sunday,45.12,Spring,Evening,39905.33
2023-04-09,34.13,1152,Yes,Sunday,25.32,Spring,Afternoon,39317.76
2023-04-09,35.68,1349,No,Sunday,45.19,Spring,Evening,48132.32
2023-04-09,37.38,1266,No,Sunday,31.98,Spring,Morning,47323.08
2023-04-09,35.91,1349,No,Sunday,34.86,Spring,Evening,48442.59
2023-04-09,34.54,1089,No,Sunday,36.25,Spring,Night,37614.06
2023-04-09,36.87,949,No,Sunday,34.88,Spring,Night,34989.63
2023-04-10,33.3,1119,No,Monday,34.59,Spring,Morning,37262.7
2023-04-10,33.96,806,No,Monday,33.96,Spring,Morning,27371.76
2023-04-10,37.49,1370,Yes,Monday,39.62,Spring,Night,51361.3
2023-04-10,26.31,900,No,Monday,25.37,Spring,Night,23679.0
2023-04-10,31.66,967,No,Monday,23.93,Spring,Evening,30615.22
2023-04-10,41.05,836,No,Monday,32.95,Spring,Morning,34317.8
2023-04-10,44.05,1000,No,Monday,47.3,Spring,Evening,44050.0
2023-04-10,33.69,983,No,Monday,26.42,Spring,Evening,33117.27
2023-04-10,39.61,855,No,Monday,47.47,Spring,Afternoon,33866.55
2023-04-10,36.56,1143,No,Monday,26.85,Spring,Night,41788.08
2023-04-10,43.11,566,No,Monday,46.59,Spring,Evening,24400.26
2023-04-10,35.54,1218,Yes,Monday,45.6,Spring,Afternoon,43287.72
2023-04-10,31.59,781,No,Monday,32.9,Spring,Morning,24671.79
2023-04-10,40.77,837,No,Monday,36.22,Spring,Afternoon,34124.49
2023-04-10,36.45,1204,No,Monday,44.64,Spring,Morning,43885.8
2023-04-10,30.55,810,No,Monday,38.89,Spring,Morning,24745.5
2023-04-10,33.67,956,No,Monday,25.78,Spring,Afternoon,32188.52
2023-04-10,26.59,955,No,Monday,26.66,Spring,Night,25393.45
2023-04-10,39.36,652,No,Monday,38.85,Spring,Morning,25662.72
2023-04-10,41.65,857,No,Monday,48.38,Spring,Afternoon,35694.05
2023-04-10,33.95,1070,No,Monday,31.69,Spring,Morning,36326.5
2023-04-10,32.36,1010,Yes,Monday,33.91,Spring,Night,32683.6
2023-04-10,31.44,840,No,Monday,36.13,Spring,Morning,26409.6
2023-04-10,32.39,912,No,Monday,21.15,Spring,Morning,29539.68
2023-04-10,32.71,917,Yes,Monday,35.17,Spring,Morning,29995.07
2023-04-10,26.97,935,No,Monday,29.54,Spring,Morning,25216.95
2023-04-10,49.52,550,No,Monday,55.85,Spring,Evening,27236.0
2023-04-10,31.79,1208,No,Monday,29.43,Spring,Evening,38402.32
2023-04-11,39.31,514,No,Tuesday,27.65,Spring,Afternoon,20205.34
2023-04-11,41.45,1278,Yes,Tuesday,36.35,Spring,Evening,52973.1
2023-04-11,33.08,940,Yes,Tuesday,35.68,Spring,Evening,31095.2
2023-04-11,35.77,927,No,Tuesday,25.86,Spring,Evening,33158.79
2023-04-11,42.88,601,No,Tuesday,34.22,Spring,Afternoon,25770.88
2023-04-11,28.14,838,No,Tuesday,25.85,Spring,Afternoon,23581.32
2023-04-11,43.92,843,No,Tuesday,46.86,Spring,Morning,37024.56
2023-04-11,37.78,864,No,Tuesday,40.28,Spring,Morning,32641.92
2023-04-11,41.97,416,No,Tuesday,40.86,Spring,Afternoon,17459.52
2023-04-11,30.57,921,Yes,Tuesday,30.54,Spring,Night,28154.97
2023-04-11,41.27,806,No,Tuesday,48.06,Spring,Morning,33263.62
2023-04-11,45.83,817,No,Tuesday,45.72,Spring,Morning,37443.11
2023-04-11,32.72,1130,Yes,Tuesday,27.13,Spring,Afternoon,36973.6
2023-04-11,36.82,764,No,Tuesday,35.64,Spring,Evening,28130.48
2023-04-11,37.92,1076,Yes,Tuesday,37.81,Spring,Afternoon,40801.92
2023-04-11,48.13,841,Yes,Tuesday,48.83,Spring,Afternoon,40477.33
2023-04-11,34.0,686,No,Tuesday,28.35,Spring,Evening,23324.0
2023-04-11,37.87,1204,No,Tuesday,37.06,Spring,Morning,45595.48
2023-04-11,33.65,1139,Yes,Tuesday,35.32,Spring,Afternoon,38327.35
2023-04-11,37.86,1252,Yes,Tuesday,44.47,Spring,Evening,47400.72
2023-04-11,30.54,1618,Yes,Tuesday,30.67,Spring,Night,49413.72
2023-04-11,35.58,1024,No,Tuesday,35.22,Spring,Afternoon,36433.92
2023-04-11,46.0,702,No,Tuesday,36.5,Spring,Afternoon,32292.0
2023-04-11,42.14,1080,No,Tuesday,45.77,Spring,Afternoon,45511.2
2023-04-11,31.85,775,No,Tuesday,26.35,Spring,Morning,24683.75
2023-04-11,36.68,646,No,Tuesday,32.47,Spring,Morning,23695.28
2023-04-11,27.06,796,No,Tuesday,21.47,Spring,Afternoon,21539.76
2023-04-11,33.88,544,No,Tuesday,23.07,Spring,Night,18430.72
2023-04-11,36.52,915,No,Tuesday,39.18,Spring,Afternoon,33415.8
2023-04-11,32.25,594,No,Tuesday,28.65,Spring,Afternoon,19156.5
2023-04-11,36.29,1093,No,Tuesday,41.62,Spring,Evening,39664.97
2023-04-11,35.74,977,No,Tuesday,38.51,Spring,Evening,34917.98
2023-04-11,44.33,806,No,Tuesday,47.82,Spring,Morning,35729.98
2023-04-11,43.63,887,Yes,Tuesday,44.35,Spring,Night,38699.81
2023-04-11,30.53,930,No,Tuesday,28.77,Spring,Afternoon,28392.9
2023-04-11,32.21,1267,No,Tuesday,34.99,Spring,Afternoon,40810.07
2023-04-12,27.83,1306,No,Wednesday,33.38,Spring,Afternoon,36345.98
2023-04-12,45.48,448,No,Wednesday,39.8,Spring,Afternoon,20375.04
2023-04-12,39.45,728,No,Wednesday,40.37,Spring,Evening,28719.6
2023-04-12,24.4,1348,No,Wednesday,26.18,Spring,Afternoon,32891.2
2023-04-12,49.63,90,No,Wednesday,39.74,Spring,Morning,4466.7
2023-04-12,35.51,810,No,Wednesday,26.99,Spring,Morning,28763.1
2023-04-12,29.08,1190,No,Wednesday,33.56,Spring,Morning,34605.2
2023-04-12,38.07,726,No,Wednesday,37.14,Spring,Afternoon,27638.82
2023-04-12,31.16,1167,No,Wednesday,28.27,Spring,Night,36363.72
2023-04-12,35.13,709,No,Wednesday,41.2,Spring,Afternoon,24907.17
2023-04-12,36.84,859,No,Wednesday,32.29,Spring,Evening,31645.56
2023-04-12,36.42,949,No,Wednesday,32.93,Spring,Morning,34562.58
2023-04-12,35.1,1098,No,Wednesday,37.3,Spring,Evening,38539.8
2023-04-12,31.41,792,No,Wednesday,38.12,Spring,Morning,24876.72
2023-04-12,32.06,997,No,Wednesday,36.2,Spring,Night,31963.82
2023-04-12,24.22,991,No,Wednesday,30.71,Spring,Afternoon,24002.02
2023-04-12,41.65,720,No,Wednesday,35.16,Spring,Morning,29988.0
2023-04-12,31.15,1175,No,Wednesday,33.23,Spring,Evening,36601.25
2023-04-12,39.75,960,Yes,Wednesday,35.28,Spring,Afternoon,38160.0
2023-04-12,40.58,1239,Yes,Wednesday,39.03,Spring,Morning,50278.62
2023-04-12,35.74,1193,No,Wednesday,37.51,Spring,Evening,42637.82
2023-04-12,42.3,909,No,Wednesday,47.05,Spring,Morning,38450.7
2023-04-12,36.39,676,No,Wednesday,42.9,Spring,Afternoon,24599.64
2023-04-12,28.54,697,No,Wednesday,33.06,Spring,Morning,19892.38
2023-04-13,31.25,1211,Yes,Thursday,29.02,Spring,Evening,37843.75
2023-04-13,45.35,949,No,Thursday,43.84,Spring,Morning,43037.15
2023-04-13,32.18,1011,No,Thursday,36.65,Spring,Night,32533.98
2023-04-13,42.57,714,No,Thursday,42.9,Spring,Evening,30394.98
2023-04-13,34.22,1257,Yes,Thursday,34.55,Spring,Evening,43014.54
2023-04-13,34.02,1094,Yes,Thursday,37.01,Spring,Afternoon,37217.88
2023-04-13,35.04,1214,Yes,Thursday,39.97,Spring,Afternoon,42538.56
2023-04-13,27.5,1458,Yes,Thursday,31.81,Spring,Afternoon,40095.0
2023-04-13,41.33,514,No,Thursday,35.46,Spring,Afternoon,21243.62
2023-04-13,36.11,879,Yes,Thursday,27.08,Spring,Evening,31740.69
2023-04-13,34.02,849,No,Thursday,39.3,Spring,Evening,28882.98
2023-04-13,32.35,794,No,Thursday,30.92,Spring,Afternoon,25685.9
2023-04-13,36.76,1167,No,Thursday,42.16,Spring,Morning,42898.92
2023-04-13,36.33,1397,Yes,Thursday,35.18,Spring,Afternoon,50753.01
2023-04-13,32.92,708,No,Thursday,33.78,Spring,Night,23307.36
2023-04-13,38.94,611,No,Thursday,38.4,Spring,Afternoon,23792.34
2023-04-13,42.83,812,No,Thursday,44.4,Spring,Afternoon,34777.96
2023-04-13,36.18,524,No,Thursday,34.82,Spring,Night,18958.32
2023-04-13,42.6,999,No,Thursday,43.52,Spring,Afternoon,42557.4
2023-04-13,45.9,1184,Yes,Thursday,54.61,Spring,Afternoon,54345.6
2023-04-13,38.74,823,No,Thursday,41.07,Spring,Afternoon,31883.02
2023-04-13,41.71,940,No,Thursday,38.48,Spring,Night,39207.4
2023-04-13,43.83,969,No,Thursday,41.69,Spring,Morning,42471.27
2023-04-13,26.31,1423,Yes,Thursday,27.12,Spring,Morning,37439.13
2023-04-13,46.69,574,No,Thursday,36.37,Spring,Morning,26800.06
2023-04-13,42.33,641,No,Thursday,48.6,Spring,Afternoon,27133.53
2023-04-13,39.95,763,No,Thursday,46.38,Spring,Morning,30481.85
2023-04-13,34.6,1166,Yes,Thursday,35.24,Spring,Morning,40343.6
2023-04-13,38.42,385,No,Thursday,38.46,Spring,Morning,14791.7
2023-04-13,39.1,903,No,Thursday,38.9,Spring,Afternoon,35307.3
2023-04-14,25.97,1030,No,Friday,31.69,Spring,Morning,26749.1
2023-04-14,35.92,750,No,Friday,32.07,Spring,Afternoon,26940.0
2023-04-14,45.4,439,No,Friday,41.19,Spring,Afternoon,19930.6
2023-04-14,46.89,1027,No,Friday,51.1,Spring,Evening,48156.03
2023-04-14,35.92,904,Yes,Friday,28.88,Spring,Afternoon,32471.68
2023-04-14,41.5,1351,Yes,Friday,33.02,Spring,Morning,56066.5
2023-04-14,41.41,1238,Yes,Friday,44.21,Spring,Afternoon,51265.58
2023-04-14,34.59,802,No,Friday,40.43,Spring,Morning,27741.18
2023-04-14,29.02,836,No,Friday,30.25,Spring,Afternoon,24260.72
2023-04-14,40.44,1160,No,Friday,42.4,Spring,Evening,46910.4
2023-04-14,21.31,1307,No,Friday,19.39,Spring,Night,27852.17
2023-04-14,37.89,917,No,Friday,40.1,Spring,Afternoon,34745.13
2023-04-14,30.95,1008,Yes,Friday,28.08,Spring,Afternoon,31197.6
2023-04-14,32.61,994,No,Friday,39.49,Spring,Afternoon,32414.34
2023-04-14,38.11,456,No,Friday,43.78,Spring,Evening,17378.16
2023-04-14,39.26,769,No,Friday,46.43,Spring,Afternoon,30190.94
2023-04-14,39.23,1072,Yes,Friday,37.8,Spring,Evening,42054.56
2023-04-14,41.83,911,No,Friday,44.73,Spring,Afternoon,38107.13
2023-04-14,30.24,1096,No,Friday,30.21,Spring,Afternoon,33143.04
2023-04-14,37.3,712,No,Friday,35.99,Spring,Night,26557.6
2023-04-14,38.54,883,No,Friday,42.48,Spring,Night,34030.82
2023-04-14,38.35,1021,No,Friday,42.52,Spring,Evening,39155.35
2023-04-14,36.16,1130,No,Friday,33.51,Spring,Night,40860.8
2023-04-14,45.6,592,No,Friday,51.13,Spring,Evening,26995.2
2023-04-14,36.06,1236,Yes,Friday,37.83,Spring,Morning,44570.16
2023-04-14,36.61,688,No,Friday,26.99,Spring,Afternoon,25187.68
2023-04-14,33.14,1027,No,Friday,30.87,Spring,Afternoon,34034.78
2023-04-14,39.78,1016,No,Friday,44.01,Spring,Evening,40416.48
2023-04-14,26.79,1214,No,Friday,24.6,Spring,Night,32523.06
2023-04-14,40.05,925,No,Friday,33.47,Spring,Evening,37046.25
2023-04-14,43.82,815,No,Friday,41.86,Spring,Afternoon,35713.3
2023-04-14,28.82,1305,No,Friday,28.73,Spring,Night,37610.1
2023-04-14,27.54,1212,No,Friday,29.92,Spring,Evening,33378.48
2023-04-14,26.87,1154,Yes,Friday,22.25,Spring,Afternoon,31007.98
2023-04-14,40.19,894,Yes,Friday,47.11,Spring,Morning,35929.86
2023-04-14,47.85,778,No,Friday,50.94,Spring,Evening,37227.3
2023-04-15,36.6,1170,No,Saturday,41.66,Spring,Night,42822.0
2023-04-15,31.35,1275,No,Saturday,37.86,Spring,Afternoon,39971.25
2023-04-15,31.72,1051,No,Saturday,30.81,Spring,Afternoon,33337.72
2023-04-15,40.06,1214,No,Saturday,43.03,Spring,Evening,48632.84
2023-04-15,23.28,1102,No,Saturday,19.66,Spring,Morning,25654.56
2023-04-15,35.17,531,No,Saturday,27.18,Spring,Night,18675.27
2023-04-15,40.09,682,No,Saturday,29.89,Spring,Evening,27341.38
2023-04-15,43.85,752,No,Saturday,41.56,Spring,Evening,32975.2
2023-04-15,41.6,885,No,Saturday,40.72,Spring,Morning,36816.0
2023-04-15,30.34,1361,No,Saturday,29.01,Spring,Morning,41292.74
2023-04-15,38.84,758,No,Saturday,31.2,Spring,Evening,29440.72
2023-04-15,25.9,1032,No,Saturday,18.95,Spring,Morning,26728.8
2023-04-15,40.08,1192,No,Saturday,38.82,Spring,Morning,47775.36
2023-04-15,48.18,531,No,Saturday,47.94,Spring,Afternoon,25583.58
2023-04-15,37.21,1173,Yes,Saturday,31.98,Spring,Afternoon,43647.33
2023-04-15,36.05,1087,No,Saturday,33.79,Spring,Afternoon,39186.35
2023-04-15,40.95,832,No,Saturday,37.13,Spring,Afternoon,34070.4
2023-04-15,29.59,1177,No,Saturday,27.92,Spring,Morning,34827.43
2023-04-15,40.64,1057,No,Saturday,42.81,Spring,Morning,42956.48
2023-04-15,31.32,723,No,Saturday,31.39,Spring,Morning,22644.36
2023-04-15,22.65,1232,No,Saturday,16.52,Spring,Afternoon,27904.8
2023-04-15,40.33,1266,Yes,Saturday,41.84,Spring,Morning,51057.78
2023-04-15,27.82,1914,Yes,Saturday,35.2,Spring,Morning,53247.48
2023-04-15,21.89,1477,No,Saturday,18.92,Spring,Evening,32331.53
2023-04-15,39.38,842,No,Saturday,33.7,Spring,Evening,33157.96
2023-04-15,35.7,1293,No,Saturday,29.49,Spring,Evening,46160.1
2023-04-15,39.2,896,No,Saturday,31.11,Spring,Night,35123.2
2023-04-16,39.32,1172,No,Sunday,37.58,Spring,Evening,46083.04
2023-04-16,35.47,637,No,Sunday,31.54,Spring,Evening,22594.39
2023-04-16,36.17,1020,No,Sunday,31.02,Spring,Afternoon,36893.4
2023-04-16,30.37,998,No,Sunday,25.56,Spring,Afternoon,30309.26
2023-04-16,32.32,868,No,Sunday,33.26,Spring,Morning,28053.76
2023-04-16,30.53,1270,No,Sunday,31.17,Spring,Evening,38773.1
2023-04-16,28.22,1074,No,Sunday,22.23,Spring,Night,30308.28
2023-04-16,33.83,1525,No,Sunday,39.62,Spring,Evening,51590.75
2023-04-16,37.89,1011,No,Sunday,43.64,Spring,Night,38306.79
2023-04-16,45.29,1202,No,Sunday,44.89,Spring,Afternoon,54438.58
2023-04-16,38.39,1038,No,Sunday,37.11,Spring,Evening,39848.82
2023-04-16,39.08,957,No,Sunday,39.53,Spring,Morning,37399.56
2023-04-16,33.93,855,No,Sunday,34.1,Spring,Night,29010.15
2023-04-16,32.79,1259,No,Sunday,27.42,Spring,Morning,41282.61
2023-04-16,37.08,1095,No,Sunday,38.97,Spring,Evening,40602.6
2023-04-16,40.84,678,No,Sunday,39.72,Spring,Night,27689.52
2023-04-16,34.33,1335,No,Sunday,38.85,Spring,Evening,45830.55
2023-04-16,35.8,1167,No,Sunday,36.78,Spring,Evening,41778.6
2023-04-16,37.66,1244,No,Sunday,44.75,Spring,Morning,46849.04
2023-04-16,31.82,1228,No,Sunday,28.54,Spring,Morning,39074.96
2023-04-16,45.58,754,No,Sunday,38.74,Spring,Afternoon,34367.32
2023-04-16,34.36,1062,No,Sunday,33.78,Spring,Afternoon,36490.32
2023-04-16,40.14,1095,Yes,Sunday,46.0,Spring,Night,43953.3
2023-04-16,29.95,1136,No,Sunday,34.78,Spring,Evening,34023.2
2023-04-16,44.84,1521,Yes,Sunday,48.03,Spring,Afternoon,68201.64
2023-04-16,32.81,1336,No,Sunday,26.87,Spring,Evening,43834.16
2023-04-16,36.9,1106,No,Sunday,40.55,Spring,Night,40811.4
2023-04-16,39.8,992,No,Sunday,43.16,Spring,Evening,39481.6
2023-04-16,38.62,1172,Yes,Sunday,34.53,Spring,Morning,45262.64
2023-04-16,26.85,1387,No,Sunday,28.41,Spring,Morning,37240.95
2023-04-16,22.97,1361,Yes,Sunday,17.23,Spring,Morning,31262.17
2023-04-16,38.12,1157,No,Sunday,29.39,Spring,Afternoon,44104.84
2023-04-16,34.58,1156,No,Sunday,37.3,Spring,Afternoon,39974.48
2023-04-16,36.6,1441,No,Sunday,48.14,Spring,Evening,52740.6
2023-04-16,42.25,871,No,Sunday,44.71,Spring,Night,36799.75
2023-04-16,34.26,866,No,Sunday,30.74,Spring,Afternoon,29669.16
2023-04-16,40.43,1055,No,Sunday,41.37,Spring,Morning,42653.65
2023-04-16,22.99,1285,No,Sunday,25.7,Spring,Evening,29542.15
2023-04-17,40.1,1150,Yes,Monday,40.43,Spring,Night,46115.0
2023-04-17,40.37,873,No,Monday,32.05,Spring,Morning,35243.01
2023-04-17,28.76,1133,No,Monday,31.33,Spring,Evening,32585.08
2023-04-17,31.38,1043,No,Monday,33.99,Spring,Afternoon,32729.34
2023-04-17,39.54,757,Yes,Monday,30.09,Spring,Evening,29931.78
2023-04-17,40.55,1001,Yes,Monday,45.57,Spring,Night,40590.55
2023-04-17,27.21,1174,No,Monday,26.52,Spring,Morning,31944.54
2023-04-17,41.73,671,No,Monday,46.31,Spring,Morning,28000.83
2023-04-17,43.69,1114,Yes,Monday,43.85,Spring,Night,48670.66
2023-04-17,29.21,592,No,Monday,29.48,Spring,Morning,17292.32
2023-04-17,39.11,727,Yes,Monday,33.68,Spring,Evening,28432.97
2023-04-17,39.97,913,No,Monday,48.0,Spring,Afternoon,36492.61
2023-04-17,33.12,929,No,Monday,29.03,Spring,Morning,30768.48
2023-04-17,41.27,1034,No,Monday,52.82,Spring,Morning,42673.18
2023-04-17,29.95,1211,Yes,Monday,31.88,Spring,Evening,36269.45
2023-04-17,36.14,938,No,Monday,37.5,Spring,Morning,33899.32
2023-04-17,31.85,1095,No,Monday,34.89,Spring,Evening,34875.75
2023-04-17,36.9,1124,Yes,Monday,28.65,Spring,Evening,41475.6
2023-04-17,37.28,931,No,Monday,34.45,Spring,Evening,34707.68
2023-04-17,37.45,1084,No,Monday,38.4,Spring,Evening,40595.8
2023-04-17,29.8,927,No,Monday,26.02,Spring,Evening,27624.6
2023-04-17,34.75,730,No,Monday,31.78,Spring,Evening,25367.5
2023-04-17,36.39,627,No,Monday,33.32,Spring,Morning,22816.53
2023-04-17,38.52,901,Yes,Monday,28.52,Spring,Evening,34706.52
2023-04-18,46.51,590,No,Tuesday,46.73,Spring,Morning,27440.9
2023-04-18,25.37,1266,No,Tuesday,29.18,Spring,Afternoon,32118.42
2023-04-18,33.99,710,No,Tuesday,31.33,Spring,Morning,24132.9
2023-04-18,51.03,991,Yes,Tuesday,51.29,Spring,Evening,50570.73
2023-04-18,44.2,725,No,Tuesday,44.99,Spring,Afternoon,32045.0
2023-04-18,34.37,880,No,Tuesday,24.67,Spring,Evening,30245.6
2023-04-18,40.43,1146,No,Tuesday,39.18,Spring,Afternoon,46332.78
2023-04-18,39.81,696,No,Tuesday,36.01,Spring,Morning,27707.76
2023-04-18,31.29,701,No,Tuesday,28.27,Spring,Morning,21934.29
2023-04-18,37.65,881,No,Tuesday,41.9,Spring,Morning,33169.65
2023-04-18,41.88,728,No,Tuesday,38.33,Spring,Afternoon,30488.64
2023-04-18,27.41,1117,No,Tuesday,37.49,Spring,Morning,30616.97
2023-04-18,41.05,710,No,Tuesday,44.33,Spring,Morning,29145.5
2023-04-18,26.15,1046,Yes,Tuesday,30.87,Spring,Morning,27352.9
2023-04-18,35.69,1043,No,Tuesday,32.52,Spring,Morning,37224.67
2023-04-18,31.64,968,No,Tuesday,29.16,Spring,Evening,30627.52
2023-04-18,39.64,780,No,Tuesday,40.22,Spring,Afternoon,30919.2
2023-04-18,54.29,702,Yes,Tuesday,62.6,Spring,Afternoon,38111.58
2023-04-18,33.97,676,No,Tuesday,38.4,Spring,Afternoon,22963.72
2023-04-18,44.2,700,No,Tuesday,40.79,Spring,Evening,30940.0
2023-04-18,29.91,917,No,Tuesday,28.91,Spring,Night,27427.47
2023-04-18,34.66,1066,No,Tuesday,42.56,Spring,Afternoon,36947.56
2023-04-18,28.94,1283,No,Tuesday,31.42,Spring,Afternoon,37130.02
2023-04-18,29.21,860,No,Tuesday,44.36,Spring,Afternoon,25120.6
2023-04-18,30.44,1292,No,Tuesday,34.81,Spring,Evening,39328.48
2023-04-18,44.59,601,No,Tuesday,48.66,Spring,Afternoon,26798.59
2023-04-18,35.55,1095,Yes,Tuesday,34.67,Spring,Evening,38927.25
2023-04-18,34.68,857,No,Tuesday,32.1,Spring,Evening,29720.76
2023-04-18,22.03,1001,No,Tuesday,12.69,Spring,Afternoon,22052.03
2023-04-18,21.41,1073,No,Tuesday,24.52,Spring,Night,22972.93
2023-04-18,30.07,1165,No,Tuesday,29.44,Spring,Afternoon,35031.55
2023-04-19,29.35,706,No,Wednesday,31.13,Spring,Morning,20721.1
2023-04-19,33.24,1031,No,Wednesday,31.4,Spring,Evening,34270.44
2023-04-19,30.78,845,No,Wednesday,33.39,Spring,Morning,26009.1
2023-04-19,39.32,1112,Yes,Wednesday,39.21,Spring,Afternoon,43723.84
2023-04-19,29.88,956,No,Wednesday,32.16,Spring,Night,28565.28
2023-04-19,37.74,1446,No,Wednesday,44.31,Spring,Evening,54572.04
2023-04-19,28.65,1170,No,Wednesday,26.57,Spring,Night,33520.5
2023-04-19,34.81,1374,Yes,Wednesday,31.73,Spring,Afternoon,47828.94
2023-04-19,26.05,1367,Yes,Wednesday,20.8,Spring,Evening,35610.35
2023-04-19,24.35,1134,Yes,Wednesday,26.86,Spring,Evening,27612.9
2023-04-19,38.6,756,No,Wednesday,43.49,Spring,Afternoon,29181.6
2023-04-19,31.62,1085,Yes,Wednesday,23.77,Spring,Night,34307.7
2023-04-19,38.12,581,No,Wednesday,35.33,Spring,Evening,22147.72
2023-04-19,26.25,1199,Yes,Wednesday,25.92,Spring,Afternoon,31473.75
2023-04-19,37.39,1000,No,Wednesday,49.21,Spring,Afternoon,37390.0
2023-04-19,39.79,1056,No,Wednesday,46.35,Spring,Evening,42018.24
2023-04-19,35.48,1032,No,Wednesday,40.64,Spring,Afternoon,36615.36
2023-04-19,44.71,743,No,Wednesday,52.07,Spring,Afternoon,33219.53
